year,month,day,hour,minute,AM/PM,location,type,gender
2019,2,27,12,5,AM,"324 Carew St. + Quebec St., Chicopee",PASSENGER,M
2019,2,26,6,40,AM,"I-195 WEST, MM 9.6, Somerset",OPERATOR,F
2019,2,25,7,39,PM,"Burgin Parkway NORTH + Granite St., Quincy",PEDESTRIAN,F
2019,2,25,5,55,PM,"Macy St. + Macy Terr., Amesbury",PEDESTRIAN,M
2019,2,24,7,16,PM,"SR-9 EAST, 246 Boston Turnpike, Shrewsbury",PEDESTRIAN,M
2019,2,21,9,52,PM,"65 Edgeland St., Springfield",PEDESTRIAN,M
2019,2,21,2,40,AM,"I-90 EAST, MM 31.2, Blandford",OPERATOR,M
2019,2,20,2,53,PM,"Russell St. @ Shawinigan, Ludlow",PASSENGER,F
2019,2,20,2,53,PM,"Russell St. @ Shawinigan, Ludlow",PASSENGER,M
2019,2,19,12,57,AM,"I-90 EAST, ramp to I-290 EAST, Auburn",OPERATOR,M
2019,2,18,5,53,PM,"715 Bridge St., Weymouth",PEDESTRIAN,M
2019,2,18,1,35,PM,"28 North East St., Holyoke",PEDESTRIAN,F
2019,2,16,7,34,PM,"I-93 SOUTH, EXIT 33, Medford",OPERATOR,F
2019,2,16,2,16,AM,"US-6 WEST, MM 81.6, Harwich",OPERATOR,M
2019,2,15,1,18,PM,"Brookline Ave. & Park Dr., Boston",BICYCLIST,F
2019,2,14,1,13,AM,"5343 Washington St., Boston",OPERATOR,M
2019,2,13,1,25,PM,"US-140 SOUTH, Taunton",OPERATOR,F
2019,2,12,1,37,AM,"I-495 SOUTH, MM 73.6, Boxborough",OPERATOR,M
2019,2,10,7,51,AM,"80 Lanesborough Rd., Cheshire",OPERATOR,M
2019,2,8,7,16,PM,"Powder House Blvd. + Hardan Rd., Somerville",PEDESTRIAN,F
2019,2,6,2,17,AM,"SR-24 SOUTH, MM 26, West Bridgewater",OPERATOR,M
2019,2,5,4,10,PM,"Centre St. + Hastings St., Boston",PEDESTRIAN,F
2019,2,4,4,45,AM,"I-195 EAST, MM 38.2, Wareham",PASSENGER,M
2019,2,3,3,0,AM,"Walpole St. @ Davis St., Norwood",PASSENGER,M
2019,2,2,12,23,AM,"192 East Hill Rd., Oakham",OPERATOR,M
2019,2,1,8,5,PM,"I-495 NORTH, north of EXIT 16, Franklin",OPERATOR,F
2019,1,31,6,36,PM,"238 Longmeadow Rd., Taunton",OPERATOR,M
2019,1,30,12,51,PM,"65 Washington St., Easton",PEDESTRIAN,M
2019,1,29,1,53,AM,"Betty Spring Rd. WEST, Gardner",OPERATOR,M
2019,1,27,2,23,PM,"I-95 NORTH, MM 17, Sharon",OPERATOR,F
2019,1,26,8,20,AM,"SR-24 NORTH, MM 29.2, West Bridgewater",OPERATOR,F
2019,1,25,5,14,AM,"Main St. + Water St., Haverhill",PEDESTRIAN,M
2019,1,24,3,3,PM,"930 Templeton Rd., Athol",OPERATOR,M
2019,1,19,9,4,AM,"Merrimac St. + Central St., Lowell",PEDESTRIAN,F
2019,1,18,5,50,PM,"I-495 SOUTH, north of EXIT 39, Andover",OPERATOR,M
2019,1,17,1,26,AM,"I-95 SOUTH, south of EXIT 3, Attleboro",PASSENGER,F
2019,1,17,1,26,AM,"I-95 SOUTH, south of EXIT 3, Attleboro",OPERATOR,M
2019,1,13,5,40,PM,"I-95 SOUTH, 1/2 mile North of EXIT 11A, Canton",OPERATOR,F
2019,1,11,11,3,PM,"21 East St., Stockbridge",PASSENGER,M
2019,1,9,12,50,PM,"Denver St. + Devonshire Rd., Springfield",OTHER,M
2019,1,8,3,24,PM,"SR-1A (110 Paradise Rd.), Swampscott",MOTORCYCLE: OPERATOR,M
2019,1,8,5,30,AM,"I-395 NORTH, Oxford",OPERATOR,M
2019,1,7,4,25,PM,"I-90 WEST, MM 47.6, Chicopee",OPERATOR,M
2019,1,7,4,59,AM,"195 Blake Corner Rd., Phillipston",OPERATOR,M
2019,1,5,8,37,PM,"499 Harvard St., East Bridgewater",PEDESTRIAN,M
2019,1,3,10,9,PM,"SR-70, Clinton",OPERATOR,M
2019,1,3,8,6,PM,"5 Sword St., Auburn",PEDESTRIAN,F
2019,1,3,7,3,PM,"US-7 (91 New Ashford Rd.), New Ashford",OPERATOR,M
2018,12,30,1,44,PM,"Main St. + Hall Rd., Sturbridge",OPERATOR,M
2018,12,29,10,41,PM,"US-44 (255 New State Highway), Raynham",PEDESTRIAN,M
2018,12,29,1,4,AM,"285 Lynnfield St., Peabody",PASSENGER,M
2018,12,26,5,20,PM,"I-90 EAST, MM 28.6, Blandford",OPERATOR,M
2018,12,25,9,28,AM,"329 Middle St., Weymouth",PASSENGER,M
2018,12,24,5,11,PM,"948 Main St., Weymouth",PEDESTRIAN,M
2018,12,24,5,15,AM,"676 Pleasant St. NORTH, Canton",OPERATOR,M
2018,12,22,2,4,PM,"Franklin St. & Webster St., Springfield",MOTORCYCLE: OPERATOR,M
2018,12,21,10,46,PM,"I-95 SOUTH, Foxborough",OPERATOR,M
2018,12,21,4,13,PM,"I-495 NORTH, north of EXIT 6, Middleborough",OPERATOR,F
2018,12,21,9,10,AM,"I-290 EAST, east of EXIT 13, Worcester",OPERATOR,M
2018,12,21,3,16,AM,"US-202 Purple Heart Dr., South Hadley",PEDESTRIAN,M
2018,12,20,4,54,PM,"Granite St. + Parker St., Quincy",PEDESTRIAN,M
2018,12,19,9,50,PM,"I-91 NORTH, MM 45.2, Greenfield",PEDESTRIAN,F
2018,12,15,12,50,AM,"1552 Washington St., Braintree",PEDESTRIAN,M
2018,12,14,9,37,PM,"SR-49, Spencer",OPERATOR,M
2018,12,13,5,10,AM,"SR-24 NORTH, EXIT 8A, Fall River",OPERATOR,M
2018,12,12,6,11,PM,"486 Essex St., Lawrence",PEDESTRIAN,F
2018,12,11,3,18,PM,"US-7 & US-20 (Bypass) at Hubbard St., Lenox",OPERATOR,F
2018,12,9,7,20,PM,"I-91 NORTH, EXIT 14 (on ramp), West Springfield",OPERATOR,M
2018,12,9,4,55,PM,"SR-145 @ North Shore Rd., Revere",PEDESTRIAN,F
2018,12,9,4,55,PM,"SR-145 @ North Shore Rd., Revere",PEDESTRIAN,F
2018,12,9,2,20,AM,"I-190 NORTH, 1/2 mile south of EXIT 5, West Boylston",PEDESTRIAN,F
2018,12,7,1,56,PM,"390 Hartford Ave., Bellingham",PEDESTRIAN,F
2018,12,5,11,52,AM,"I-495 NORTH, south of EXIT 42A, Andover",OPERATOR,F
2018,12,5,11,52,AM,"I-495 NORTH, south of EXIT 42A, Andover",PASSENGER,M
2018,12,4,2,38,PM,"7 Himelfarb St., Millis",OPERATOR,M
2018,12,3,1,23,PM,"30 Cottage St. WEST, Easthampton",PEDESTRIAN,F
2018,12,3,7,42,AM,"SR-110 EAST (Metropolitan Rd.), Sterling",OPERATOR,M
2018,12,2,5,59,PM,"US-7 SOUTH & US-20 EAST, Lenox",PASSENGER,M
2018,12,2,6,36,AM,"US-3 SOUTH, south of EXIT 16, Weymouth",OPERATOR,M
2018,11,30,7,20,PM,"US-1 SOUTH, north of Town Line Inn, Malden",PEDESTRIAN,M
2018,11,29,5,40,AM,"554 East Broadway, Boston",PEDESTRIAN,M
2018,11,29,2,58,AM,"SR-25 EAST, prior to EXIT 2, MM 2.4, Wareham",OPERATOR,M
2018,11,28,11,48,AM,"435 East State St., Granby",OPERATOR,M
2018,11,27,1,21,PM,"Walk Hill St. @ Harvard St., Boston",OPERATOR,M
2018,11,26,9,49,PM,"Lyman St. + Linden St., Holyoke",OPERATOR,M
2018,11,26,12,22,PM,"Indepdence Rd. NORTH & Alcott Rd. EAST, Concord",PEDESTRIAN,M
2018,11,25,7,43,PM,"Dell Rd. NORTH, Heath",OPERATOR,F
2018,11,23,12,30,PM,"I-195 EAST, east of EXIT 4, Somerset",PEDESTRIAN,M
2018,11,22,6,20,PM,"New Salem Rd. @ Hardwick Rd., Petersham",OPERATOR,F
2018,11,22,5,10,PM,"Old Turnpike Rd., Oakham",PASSENGER,M
2018,11,22,5,10,PM,"Old Turnpike Rd., Oakham",PASSENGER,F
2018,11,21,11,21,PM,"I-495 NORTH, north of EXIT 9, Taunton",OPERATOR,M
2018,11,14,5,30,PM,"40 Park Ave., Weymouth",PEDESTRIAN,F
2018,11,13,11,38,AM,"Page Blvd by Carlos St., Springfield",PASSENGER,F
2018,11,13,11,38,AM,"Page Blvd by Carlos St., Springfield",PASSENGER,F
2018,11,13,1,26,AM,"Kempton St. + Brownell Ave., New Bedford",OPERATOR,M
2018,11,11,5,45,PM,"448 Malden St., Holden",OPERATOR,M
2018,11,11,5,0,AM,"Abington Ave., South of Kingsley St., Holbrook",PASSENGER,F
2018,11,10,1,54,AM,"Long Pond Dr., Harwich",OPERATOR,F
2018,11,9,8,12,AM,"Monsignor O'Brien Highway @ Museum Way, Cambridge",BICYCLIST,M
2018,11,9,1,4,AM,"72 Bicknell Rd., Billerica",OPERATOR,M
2018,11,8,5,32,PM,"834 Parker St., Springfield",MOTORCYCLE: OPERATOR,M
2018,11,7,7,6,AM,"Washington St. & Stimson St., Boston",PEDESTRIAN,M
2018,11,6,8,34,PM,"508 SR-28, Dennis",OPERATOR,F
2018,11,6,7,41,AM,"72 Mllers Falls Rd., Montague",PEDESTRIAN,F
2018,11,4,1,15,AM,"Nauset St. + Beacon St., New Bedford",PASSENGER,M
2018,11,2,11,56,PM,"591 Main St., Hanover",OPERATOR,F
2018,11,2,8,39,AM,"260 Thomas B. Landers Rd., Falmouth",OPERATOR,M
2018,11,1,6,37,PM,"Plainfield St. + West St., Springfield",PEDESTRIAN,M
2018,10,31,6,30,PM,"I-90 EAST, MM 105, Hopkinton",OPERATOR,M
2018,10,31,1,13,PM,"Fiske Hill Rd., Sturbridge",OPERATOR,M
2018,10,29,6,12,AM,"1465 Pleasant St., New Bedford",PEDESTRIAN,M
2018,10,26,10,12,PM,"I-95 SOUTH, north of Topsfield Rd., Boxford",OPERATOR,F
2018,10,25,7,4,PM,"Putnam Cir. + Fernwold St., Springfield",OTHER,M
2018,10,25,6,14,AM,"580 Lincoln St., Worcester",PEDESTRIAN,M
2018,10,22,10,54,PM,"896 Haverhill St., Rowley",PEDESTRIAN,M
2018,10,22,7,15,PM,"Elm St. + Oak Courts, Greenfield",PEDESTRIAN,M
2018,10,21,1,15,AM,"96 Maple St., Norton",OPERATOR,M
2018,10,20,6,27,PM,"172 Providence Rd., Mendon",MOTORCYCLE: OPERATOR,M
2018,10,19,3,49,PM,"SR-6A & Gully Ln., Sandwich",OPERATOR,F
2018,10,19,11,20,AM,"Waterfield Rd. @ Church St., Winchester",PEDESTRIAN,F
2018,10,17,10,12,AM,"1435 Gilbertville Rd., New Braintree",OPERATOR,F
2018,10,16,7,22,PM,"Main St. in area of Lovett Ln., Chelmsford",OPERATOR,M
2018,10,15,12,9,PM,"141 State St., Belchertown",OPERATOR,F
2018,10,15,12,9,PM,"141 State St., Belchertown",PASSENGER,F
2018,10,13,6,50,PM,"US-6 WEST & River Rd., Marion",OPERATOR,M
2018,10,12,6,37,AM,"135 School St. NORTH, Winchendon",OPERATOR,M
2018,10,10,10,33,PM,"1080 Worcester St., Natick",PASSENGER,M
2018,10,10,6,20,PM,"Norfolk St. at Nelson St., Boston",MOTORCYCLE: OPERATOR,M
2018,10,10,6,20,AM,"I-290 EAST, west of EXIT 15, Worcester",PEDESTRIAN,M
2018,10,8,5,13,PM,"1150 Park St. WEST + Pinney St., Palmer",MOTORCYCLE: OPERATOR,F
2018,10,8,1,28,AM,"US-3 NORTH, EXIT 32, Chelmsford",OPERATOR,M
2018,10,8,1,28,AM,"US-3 NORTH, EXIT 32, Chelmsford",OPERATOR,F
2018,10,7,6,44,AM,"Waverly St. @ Winthrop St., Framingham",OPERATOR,M
2018,10,6,2,40,PM,"North Ave. EAST & Bradley Hill Rd. SOUTH, Rochester",MOTORCYCLE: OPERATOR,M
2018,10,5,6,48,PM,"Putnam Ave. @ Magazine St., Cambridge",PEDESTRIAN,F
2018,10,4,10,1,AM,"I-290 EAST, east of EXIT 25, Marlborough",PASSENGER,F
2018,10,4,3,41,AM,"I-90 WEST, MM 79.8, Charlton",OPERATOR,M
2018,9,30,8,27,PM,"1609 Williamsville Rd. SOUTH, Barre",OTHER,F
2018,9,30,9,56,AM,"SR-137, Harwich",OPERATOR,F
2018,9,29,4,3,AM,"US-3 NORTH, MM 16.2, Plymouth",MOTORCYCLE: OPERATOR,M
2018,9,29,1,25,AM,"East Hoosac St. WEST, Adams",PEDESTRIAN,M
2018,9,28,6,10,PM,"Boxford Rd., Ipswich",MOTORCYCLE: OPERATOR,M
2018,9,28,1,27,PM,"I-195 WEST, MM 0.2, Seekonk",OPERATOR,M
2018,9,24,8,57,PM,"Crystal St. @ Liberty St., Haverhill",OPERATOR,F
2018,9,23,8,20,PM,"I-290 WEST, MM 17, Northborough",OPERATOR,M
2018,9,23,4,11,PM,"36 Sampson Rd., Huntington",OTHER,M
2018,9,23,12,3,AM,"I-495 NORTH, prior to Exit 41A, Andover",OPERATOR,F
2018,9,22,11,57,PM,"579 State St., Springfield",PEDESTRIAN,M
2018,9,22,2,25,AM,"I-290 EAST, MM 9.6, Worcester",OPERATOR,F
2018,9,21,8,53,PM,"107 Littleton Rd., Westford",PEDESTRIAN,M
2018,9,19,11,20,AM,"SR-16 (Watertown St.) and Galen St., Watertown",PEDESTRIAN,F
2018,9,18,10,37,PM,"64 Blithewood Ave., Worcester",OPERATOR,M
2018,9,18,1,59,AM,"1038 Main St., Haverhill",MOTORCYCLE: OPERATOR,M
2018,9,16,4,45,PM,"Ipswich Rd. + Willowdale Rd., Topsfield",PASSENGER,F
2018,9,16,12,59,AM,"I-91 SOUTH, South of EXIT 7, Springfield",OPERATOR,F
2018,9,15,7,31,PM,"2041 Roosevelt Ave., Springfield",PEDESTRIAN,F
2018,9,14,9,27,PM,"SR-2 EAST, MM 92.8, Westminster",OPERATOR,M
2018,9,12,4,28,AM,"I-95, Woburn",OPERATOR,M
2018,9,8,10,48,PM,"Clark St. SOUTH & Milford St. EAST, Medway",MOTORCYCLE: OPERATOR,M
2018,9,8,9,38,PM,"58 New Hartford Rd., Sandisfield",OPERATOR,M
2018,9,8,2,35,PM,"1082 Concord St. WEST, Carlisle",MOTORCYCLE: OPERATOR,M
2018,9,4,12,4,PM,"Pine St. WEST + Forest St. SOUTH, Marshfield",OPERATOR,M
2018,9,3,6,30,AM,"2039 Main St., Athol",OPERATOR,M
2018,9,2,11,55,AM,"Page Blvd. + Roosevelt Ave., Springfield",PASSENGER,F
2018,9,2,11,0,AM,"West Rotary, Bourne",MOTORCYCLE: OPERATOR,M
2018,8,31,8,45,PM,"SR-112 and Gross Hill Rd., Worthington",OPERATOR,M
2018,8,31,4,31,PM,"Front St. @ US-3 Overpass, Weymouth",PEDESTRIAN,M
2018,8,31,9,51,AM,"SR-37 N. Washington St. @ Wampatuck Rd., Braintree",OPERATOR,F
2018,8,30,3,2,PM,"East St. & Bowles Park, Springfield",PEDESTRIAN,F
2018,8,29,10,17,AM,"SR-116 + College St., South Hadley",PEDESTRIAN,M
2018,8,28,1,35,PM,"193 Madaket Rd., Nantucket",MOTORCYCLE: OPERATOR,M
2018,8,28,8,25,AM,"Lexington St. / Sycamore St., Belmont",PEDESTRIAN,F
2018,8,25,5,38,PM,"I-90 EAST, off ramp EXIT 4, West Springfield",MOTORCYCLE: OPERATOR,M
2018,8,25,3,32,AM,"I-95 NORTH, south of EXIT 5, Attleboro",OPERATOR,M
2018,8,25,1,42,AM,"146 Belmont St., Worcester",MOTORCYCLE: OPERATOR,M
2018,8,24,5,43,PM,"Linden St. + John St., Pittsfield",MOTORCYCLE: OPERATOR,M
2018,8,22,5,53,PM,"1000 South Rodney French Blvd., New Bedford",MOTORCYCLE: OPERATOR,M
2018,8,20,6,7,PM,"I-391 NORTH, Chicopee",PASSENGER,F
2018,8,16,12,7,PM,"427 River St., Haverhill",MOTORCYCLE: OPERATOR,M
2018,8,16,11,50,AM,"350 Bedford St., Bridgewater",MOTORCYCLE: OPERATOR,M
2018,8,15,6,25,PM,"Woburn St. & I-495 OFF-RAMP, Lowell",OPERATOR,M
2018,8,13,10,0,AM,"SR-9, Spencer",OPERATOR,M
2018,8,13,7,20,AM,"SR-49 NORTH & Putnam Rd. WEST, Sturbridge",OPERATOR,F
2018,8,10,5,30,PM,"Union St. + School St., Clinton",MOTORCYCLE: OPERATOR,M
2018,8,10,11,56,AM,"Dedham St., Wrentham",PASSENGER,F
2018,8,10,11,56,AM,"Dedham St., Wrentham",OPERATOR,M
2018,8,10,11,35,AM,"I-90, EXIT 14, Newton",MOTORCYCLE: OPERATOR,M
2018,8,5,10,33,PM,"57 Haverhill Rd., Topsfield",OPERATOR,M
2018,8,4,4,4,PM,"Old Post Rd., Barnstable",MOTORCYCLE: OPERATOR,M
2018,8,4,9,15,AM,"916 Middlefield Rd. + Smith Rd., Hinsdale",MOTORCYCLE: OPERATOR,M
2018,8,4,4,42,AM,"Parker St. + Sunrise Terr., Springfield",OPERATOR,M
2018,7,31,5,56,PM,"Spruce Rd., Harwich",MOTORCYCLE: OPERATOR,M
2018,7,31,7,8,AM,"224 Main St., Hampden",OPERATOR,M
2018,7,29,8,5,PM,"US-5 NORTH + Cheapside St., Greenfield",MOTORCYCLE: OPERATOR,M
2018,7,28,12,14,AM,"4830 Falmouth Rd. (SR-28), Barnstable",OPERATOR,M
2018,7,28,12,14,AM,"4830 Falmouth Rd. (SR-28), Barnstable",OPERATOR,M
2018,7,28,12,14,AM,"4830 Falmouth Rd. (SR-28), Barnstable",PASSENGER,F
2018,7,27,7,0,PM,"16 Summer St. WEST, Marshfield",MOTORCYCLE: OPERATOR,M
2018,7,25,3,31,PM,"L St. and East Sixth St., Boston",PEDESTRIAN,M
2018,7,25,6,0,AM,"Gorham St., Lowell",OPERATOR,M
2018,7,24,9,15,PM,"50 Glendale St., Easthampton",MOTORCYCLE: OPERATOR,M
2018,7,22,10,40,PM,"Johnny Appleseed Ln., Leominster",PASSENGER,F
2018,7,21,3,51,PM,"SR-2 @ Main Rd., Gill",BICYCLIST,M
2018,7,21,3,37,AM,"747 River St., Haverhill",PEDESTRIAN,M
2018,7,20,10,10,PM,"768 Church St., North Adams",MOTORCYCLE: OPERATOR,M
2018,7,20,2,15,PM,"I-195 EAST, MM 18.37, Westport",OPERATOR,M
2018,7,17,8,32,PM,"100 Falmouth Rd., Mashpee",PEDESTRIAN,F
2018,7,15,6,55,PM,"I-195, east of EXIT 8A, Fall River",MOTORCYCLE: OPERATOR,M
2018,7,13,11,20,PM,"Baldwinville State Rd., Winchendon",OPERATOR,M
2018,7,13,10,44,PM,"589 High St., Walpole",MOTORCYCLE: OPERATOR,M
2018,7,13,11,36,AM,"Tremont St. at Oak St. WEST, Boston",PEDESTRIAN,M
2018,7,13,3,10,AM,"I-95 SOUTH, MM 15.6, Foxborough",OPERATOR,F
2018,7,11,7,57,PM,"SR-112 SOUTH, MM 7.5, Huntington",PASSENGER,F
2018,7,11,7,8,AM,"Massport Haul Rd. + ramp to I-90 EAST/ 1A NB, Boston",OPERATOR,M
2018,7,10,4,12,PM,"Buck Island Rd. + Town Brook Rd., Yarmouth",MOTORCYCLE: OPERATOR,M
2018,7,10,2,22,PM,"I-90 WEST, MM 98.5, Grafton",OPERATOR,M
2018,7,10,12,52,AM,"212 Farmersville Rd., Sandwich",PASSENGER,M
2018,7,9,9,37,PM,"North Main St. and Division St., Brockton",MOTORCYCLE: OPERATOR,M
2018,7,8,11,47,PM,"110 Lynn St., Malden",PASSENGER,M
2018,7,8,2,55,AM,"I-495 SOUTH, south of EXIT 16, MM 39.0, Wrentham",OPERATOR,M
2018,7,8,1,29,AM,"US-3 SOUTH in area of EXIT 14, Rockland",MOTORCYCLE: OPERATOR,M
2018,7,8,1,20,AM,"141 Bowdoin St., Boston",MOTORCYCLE: OPERATOR,M
2018,7,7,11,6,PM,"West Acton Rd. at South Acton Rd., Stow",MOTORCYCLE: OPERATOR,M
2018,7,7,4,58,PM,"Polpis Rd. + Barnard Valley Rd., Nantucket",BICYCLIST,M
2018,7,6,10,30,PM,"101 State Rd., Plymouth",OPERATOR,F
2018,7,4,2,42,PM,"75 Barry Rd., Worcester",OPERATOR,F
2018,7,4,2,42,PM,"75 Barry Rd., Worcester",PASSENGER,M
2018,7,3,2,30,PM,"Boston St. at Clapp St., Boston",MOTORCYCLE: OPERATOR,M
2018,7,1,10,45,AM,"SR-2 WEST, MM 40.5 , Shelburne",OPERATOR,M
2018,6,30,9,0,PM,"897 Smithneck Rd., Dartmouth",MOTORCYCLE: OPERATOR,M
2018,6,30,9,22,AM,"546 Bark St., Swansea",BICYCLIST,M
2018,6,29,4,44,PM,"SR-8 + Pittsfield Rd., Hinsdale",MOTORCYCLE: OPERATOR,M
2018,6,28,11,8,PM,"134 Great Road, Shirley",OPERATOR,F
2018,6,28,11,59,AM,"21 Liberty Street, Taunton",MOTORCYCLE: OPERATOR,M
2018,6,25,3,29,PM,"I-495 NORTH, north of EXIT 35C, Chelmsford",MOTORCYCLE: OPERATOR,M
2018,6,22,8,28,PM,"Shirley St. & Mount Lebanon St., Pepperell",MOTORCYCLE: OPERATOR,M
2018,6,20,12,7,PM,"I-91 NORTH, MM 33.4, Whately",OPERATOR,M
2018,6,19,7,21,PM,"Acton Rd. (SR-27) @ High St., Chelmsford",MOTORCYCLE: OPERATOR,M
2018,6,19,6,4,AM,"I-495 NORTH, Bridgewater",OPERATOR,M
2018,6,17,12,47,AM,"623 Franklin St., Worcester",MOTORCYCLE: OPERATOR,M
2018,6,16,12,7,PM,"On/Off Ramp to I-90 at IC 10A, Millbury",MOTORCYCLE: OPERATOR,M
2018,6,16,8,49,AM,"155 Middlesex Tpk. SOUTH, Bedford",OPERATOR,M
2018,6,16,12,48,AM,"I-93 SOUTH, MM 5.4, Braintree",PEDESTRIAN,F
2018,6,15,8,12,PM,"246 Breckenridge St., Palmer",OPERATOR,F
2018,6,15,7,22,PM,"536 East St., Brockton",OPERATOR,M
2018,6,15,11,51,AM,"46 Plain St., Hopedale",OPERATOR,M
2018,6,15,8,19,AM,"US-1 @ Central St., Rowley",OPERATOR,M
2018,6,14,6,1,AM,"Highland Ave. @ Courtney St., Fall River",MOTORCYCLE: OPERATOR,M
2018,6,12,9,10,PM,"1039 Grafton Street (SR-122), Worcester",PEDESTRIAN,F
2018,6,10,1,24,AM,"US-3 NORTH, north of EXIT 32, Chelmsford",OPERATOR,M
2018,6,8,2,0,AM,"I-495 SOUTH, MM 82.3, Westford",OPERATOR,M
2018,6,6,12,50,PM,"1316 Commonwealth Ave., Boston",PEDESTRIAN,M
2018,6,6,10,30,AM,"SR-128 SOUTH, south of EXIT 15, Westwood",OPERATOR,M
2018,6,5,12,15,AM,"I-495 SOUTH, south of EXIT 28. MM 72.6, Harvard",OPERATOR,M
2018,6,3,2,6,AM,"I-95 SOUTH, MM 0.6, Attleboro",OPERATOR,M
2018,6,2,1,1,PM,"I-93 SOUTH, ramp to I-95 SOUTH, Woburn",MOTORCYCLE: OPERATOR,M
2018,6,2,12,9,PM,"Brayton Ave. EXT, Fall River",MOTORCYCLE: OPERATOR,M
2018,6,1,11,32,PM,"Main St. + Branch Rd., Wilbraham",OPERATOR,M
2018,6,1,8,21,PM,"Waltham St. + Oscars Way, Maynard",MOTORCYCLE: OPERATOR,M
2018,5,31,3,32,PM,"196 Chapel St., Leicester",PASSENGER,F
2018,5,30,12,10,PM,"Old Chatham Rd. + Depot St., Harwich",MOTORCYCLE: OPERATOR,M
2018,5,29,7,23,PM,"235 West Boylston St., West Boylston",OPERATOR,M
2018,5,29,3,8,PM,"88 Westford St., WEST, Chelmsford",OPERATOR,M
2018,5,29,10,26,AM,"Plantation St. @ I-290 WEST, ON RAMP, Worcester",MOTORCYCLE: OPERATOR,F
2018,5,27,2,35,AM,"SR-2 EAST, MM 90.2, Westminster",OPERATOR,M
2018,5,26,12,2,AM,"Morton St. & Fuller St., Boston",PEDESTRIAN,M
2018,5,20,11,9,AM,"West St. & Black Hill Rd, Paxton",OPERATOR,M
2018,5,19,4,4,PM,"546 West St., East Bridgewater",PASSENGER,M
2018,5,19,4,4,PM,"546 West St., East Bridgewater",PASSENGER,M
2018,5,19,4,4,PM,"546 West St., East Bridgewater",PASSENGER,M
2018,5,19,4,4,PM,"546 West St., East Bridgewater",PASSENGER,M
2018,5,17,4,51,AM,"6 Brimbal Ave., Beverly",OPERATOR,M
2018,5,16,6,40,PM,"SR-2 WEST, Otter River Rd. Overpass, Templeton",OPERATOR,M
2018,5,13,9,1,PM,"1320 Church St., North Adams",OPERATOR,M
2018,5,13,8,38,PM,"1060 Athol Rd. NORTH, Athol",PASSENGER,M
2018,5,13,3,50,PM,"190 Essex St., Saugus",OPERATOR,F
2018,5,12,8,49,PM,"156 Russell St., Peabody",OPERATOR,F
2018,5,12,7,31,AM,"Pearl St., Gardner",OPERATOR,F
2018,5,10,6,11,PM,"51 County Rd., Plympton",OPERATOR,F
2018,5,10,2,5,AM,"I-195, near EXIT 13, Swansea",OPERATOR,M
2018,5,8,11,0,PM,"109 Main St., Chelmsford",OPERATOR,M
2018,5,8,5,9,PM,"Plain St. + Swanson Terr., Stoughton",PASSENGER,F
2018,5,8,5,9,PM,"Plain St. + Swanson Terr., Stoughton",OPERATOR,M
2018,5,6,4,44,PM,"675 Main St. (SR-125) + 18th Ave., Haverhill",PEDESTRIAN,M
2018,5,6,4,18,AM,"Alewife Brook Pkwy. WEST + Concord Tpk. WEST, Cambridge",OPERATOR,M
2018,5,6,2,6,AM,"I-93 NORTH, prior to EXIT 13, Boston",MOTORCYCLE: OPERATOR,M
2018,5,5,1,40,PM,"Revere Beach Blvd., Revere",OPERATOR,M
2018,5,4,12,57,AM,"US-6, Rehoboth",OPERATOR,M
2018,5,3,8,29,PM,"1057 Wavely St., Framingham",PEDESTRIAN,F
2018,5,1,10,51,AM,"I-195, Wareham",OPERATOR,F
2018,4,29,7,27,PM,"Quincy Ave. + Howard St., Quincy",MOTORCYCLE: OPERATOR,M
2018,4,29,7,20,PM,"640 Bradley Rd. + Fredette St., Springfield",MOTORCYCLE: OPERATOR,M
2018,4,29,4,49,PM,"229 Spring St. + Emerald St., Medford",PEDESTRIAN,F
2018,4,29,9,21,AM,"315 Piper Rd., West Springfield",OPERATOR,M
2018,4,29,12,10,AM,"Goodwin St. + Martha St., Springfield",PASSENGER,M
2018,4,27,9,40,AM,"900 Country St. + Shawomet Ave., Somerset",MOTORCYCLE: OPERATOR,M
2018,4,25,11,50,AM,"800 Washington St., Norwood",PEDESTRIAN,F
2018,4,24,7,0,PM,"North Rd. + Brickyard Rd., Chilmark",MOTORCYCLE: OPERATOR,M
2018,4,23,4,50,PM,"SR-146 SOUTH, Sutton",MOTORCYCLE: OPERATOR,M
2018,4,21,9,29,PM,"Main St. & Center St. (Legion Parkway), Brockton",PEDESTRIAN,F
2018,4,21,2,10,AM,"North Ave. at Merriam St., Weston",OPERATOR,M
2018,4,20,10,31,AM,"10 Winthrop St. EAST, Rehoboth",OPERATOR,M
2018,4,19,2,58,PM,"1313 Park St., Palmer",OPERATOR,F
2018,4,19,10,23,AM,"1123 Main St. & Perkins Ave., Brockton",OPERATOR,F
2018,4,18,11,3,PM,"Malden and Bullard St., Holden",OPERATOR,M
2018,4,18,8,22,PM,"River St. SR-110 at Fletcher St., Haverhill",OPERATOR,M
2018,4,17,12,56,AM,"I-195 EAST, MM 29.6, Mattapoisett",OPERATOR,F
2018,4,16,4,51,PM,"239 Church St., Lowell",PEDESTRIAN,M
2018,4,14,11,8,AM,"250 Maple Ave., SR-23 WEST, MM 6.5, Great Barrington",OPERATOR,F
