year,month,day,hour,minute,AM/PM,location,type,gender,lat,lon
2019,3,24,9,0,AM,"SR-131 + Mill Rd., Dudley",OPERATOR,M,42.0275766,-71.95813079999999
2019,3,23,12,24,PM,"Elm St., south of Main St., Dighton",OPERATOR,M,41.817431,-71.139947
2019,3,22,6,40,AM,"117 Notre Dame St., Westfield",PEDESTRIAN,F,42.1367651,-72.7401087
2019,3,21,8,48,AM,"Hammond Park Pkwy., Newton",OPERATOR,M,,
2019,3,21,1,15,AM,"108 Milford St. EAST, Medway",MOTORCYCLE: OPERATOR,M,42.1456835,-71.4682007
2019,3,20,8,38,PM,"Melnea Cass Blvd. + Washington St., Boston",PEDESTRIAN,M,42.3329463,-71.0809886
2019,3,20,6,22,PM,"470 Pleasant St., west of Bridge St., Watertown",OPERATOR,F,42.3709299,-71.1828321
2019,3,19,5,57,PM,"680 Farm Rd., Marlborough",OPERATOR,M,42.3439391,-71.5127157
2019,3,17,11,0,PM,"1856 Lakeview Ave., Dracut",OPERATOR,M,42.681355,-71.3473194
2019,3,17,4,10,PM,"Ramp from I-95 to SR 128 / I-95 NORTH, Canton",PEDESTRIAN,M,42.5235606,-70.9816563
2019,3,17,2,15,PM,"3 Western Ave., Lynn",OPERATOR,M,42.4903808,-70.93621999999999
2019,3,16,2,34,PM,"SR-9 WEST off ramp to Washington St., Wellesley",OPERATOR,F,42.3039382,-71.2846825
2019,3,14,11,10,AM,"32 Hancock St., Springfield",OPERATOR,M,42.1092338,-72.5690338
2019,3,11,5,31,AM,"I-495 NORTH, south of EXIT 21A, MM 53, Hopkinton",OPERATOR,M,42.1567654,-71.4890299
2019,3,9,12,21,PM,"141 London St., Boston",PEDESTRIAN,F,42.3736614,-71.0383784
2019,3,9,10,30,AM,"Parsonage Rd. + Winnetuxet Rd., Plympton",OPERATOR,M,41.9435043,-70.821073
2019,3,5,6,30,AM,"300 Saint Nicholas Ave., Worcester",PEDESTRIAN,M,42.3042382,-71.7770989
2019,3,5,12,4,AM,"303 East State St., Granby",OPERATOR,M,42.261316,-72.50793449999999
2019,3,2,9,54,AM,"Nourse St. + Capt. Samuel Forbush Rd., Westborough",OPERATOR,M,42.2543931,-71.6370087
2019,3,2,8,47,AM,"1290 Riverdale St., West Springfield",PEDESTRIAN,M,42.1388982,-72.6268975
2019,2,28,11,39,PM,"Berkshire School Rd. + Bears Den Rd., Sheffield",OPERATOR,M,42.1095636,-73.3771127
2019,2,27,2,47,AM,"Marston St. EXIT 45 access road to I-495 NORTH, Lawrence",OPERATOR,M,42.1567654,-71.4890299
2019,2,27,12,5,AM,"324 Carew St. + Quebec St., Chicopee",OPERATOR,M,42.1479898,-72.5648324
2019,2,27,12,5,AM,"324 Carew St. + Quebec St., Chicopee",PASSENGER,M,42.1479898,-72.5648324
2019,2,26,6,40,AM,"I-195 WEST, MM 9.6, Somerset",OPERATOR,F,,
2019,2,25,7,39,PM,"Burgin Parkway NORTH + Granite St., Quincy",PEDESTRIAN,F,42.2444414,-71.0098172
2019,2,25,5,55,PM,"Macy St. + Macy Terr., Amesbury",PEDESTRIAN,M,42.8469771,-70.92521839999999
2019,2,24,7,16,PM,"SR-9 EAST, 246 Boston Turnpike, Shrewsbury",PEDESTRIAN,M,42.2748452,-71.7419814
2019,2,21,9,52,PM,"65 Edgeland St., Springfield",PEDESTRIAN,M,42.0862865,-72.5766062
2019,2,21,2,40,AM,"I-90 EAST, MM 31.2, Blandford",OPERATOR,M,42.2028243,-72.9438002
2019,2,20,2,53,PM,"Russell St. @ Shawinigan, Ludlow",PASSENGER,F,42.1626571,-72.5146697
2019,2,20,2,53,PM,"Russell St. @ Shawinigan, Ludlow",PASSENGER,M,42.1626571,-72.5146697
2019,2,19,12,57,AM,"I-90 EAST, ramp to I-290 EAST, Auburn",OPERATOR,M,42.1945385,-71.8356271
2019,2,18,5,53,PM,"715 Bridge St., Weymouth",PEDESTRIAN,M,42.2451008,-70.93661469999999
2019,2,18,1,35,PM,"28 North East St., Holyoke",PEDESTRIAN,F,42.2064873,-72.5973255
2019,2,16,7,34,PM,"I-93 SOUTH, EXIT 33, Medford",OPERATOR,F,42.4252234,-71.103168
2019,2,16,2,16,AM,"US-6 WEST, MM 81.6, Harwich",OPERATOR,M,41.7083028,-70.0733487
2019,2,15,1,18,PM,"Brookline Ave. & Park Dr., Boston",BICYCLIST,F,42.3432912,-71.1026167
2019,2,14,1,13,AM,"5343 Washington St., Boston",OPERATOR,M,42.25784,-71.16168739999999
2019,2,13,1,25,PM,"US-140 SOUTH, Taunton",OPERATOR,F,,
2019,2,12,1,37,AM,"I-495 SOUTH, MM 73.6, Boxborough",OPERATOR,M,42.4934861,-71.5393449
2019,2,10,7,51,AM,"80 Lanesborough Rd., Cheshire",OPERATOR,M,42.5577139,-73.1701963
2019,2,8,7,16,PM,"Powder House Blvd. + Hardan Rd., Somerville",PEDESTRIAN,F,42.4060342,-71.126802
2019,2,6,2,17,AM,"SR-24 SOUTH, MM 26, West Bridgewater",OPERATOR,M,42.0176272,-71.0459131
2019,2,5,4,10,PM,"Centre St. + Hastings St., Boston",PEDESTRIAN,F,42.2856747,-71.1558392
2019,2,4,4,45,AM,"I-195 EAST, MM 38.2, Wareham",PASSENGER,M,41.7473773,-70.755261
2019,2,3,3,0,AM,"Walpole St. @ Davis St., Norwood",PASSENGER,M,42.1821521,-71.2168001
2019,2,2,12,23,AM,"192 East Hill Rd., Oakham",OPERATOR,M,42.34946190000001,-72.018772
2019,2,1,8,5,PM,"I-495 NORTH, north of EXIT 16, Franklin",OPERATOR,F,42.0729662,-71.4125647
2019,1,31,6,36,PM,"238 Longmeadow Rd., Taunton",OPERATOR,M,41.909448,-71.0790215
2019,1,30,12,51,PM,"65 Washington St., Easton",PEDESTRIAN,M,42.0851441,-71.0917901
2019,1,29,1,53,AM,"Betty Spring Rd. WEST, Gardner",OPERATOR,M,42.571408,-71.9614405
2019,1,27,2,23,PM,"I-95 NORTH, MM 17, Sharon",OPERATOR,F,42.1095898,-71.2308492
2019,1,26,8,20,AM,"SR-24 NORTH, MM 29.2, West Bridgewater",OPERATOR,F,42.0176272,-71.0459131
2019,1,25,5,14,AM,"Main St. + Water St., Haverhill",PEDESTRIAN,M,42.77508,-71.0766214
2019,1,24,3,3,PM,"930 Templeton Rd., Athol",OPERATOR,M,42.5834487,-72.1856221
2019,1,19,9,4,AM,"Merrimac St. + Central St., Lowell",PEDESTRIAN,F,42.6455665,-71.3083822
2019,1,18,5,50,PM,"I-495 SOUTH, north of EXIT 39, Andover",OPERATOR,M,42.6644284,-71.1936343
2019,1,17,1,26,AM,"I-95 SOUTH, south of EXIT 3, Attleboro",PASSENGER,F,41.933682,-71.3200979
2019,1,17,1,26,AM,"I-95 SOUTH, south of EXIT 3, Attleboro",OPERATOR,M,41.933682,-71.3200979
2019,1,13,5,40,PM,"I-95 SOUTH, 1/2 mile North of EXIT 11A, Canton",OPERATOR,F,41.0803017,-73.4613239
2019,1,11,11,3,PM,"21 East St., Stockbridge",PASSENGER,M,42.3057629,-73.2969677
2019,1,9,12,50,PM,"Denver St. + Devonshire Rd., Springfield",OTHER,M,42.120432,-72.53164699999999
2019,1,8,3,24,PM,"SR-1A (110 Paradise Rd.), Swampscott",MOTORCYCLE: OPERATOR,M,42.4734769,-70.91775659999999
2019,1,8,5,30,AM,"I-395 NORTH, Oxford",OPERATOR,M,41.7926983,-71.8768886
2019,1,7,4,25,PM,"I-90 WEST, MM 47.6, Chicopee",OPERATOR,M,42.1683488,-72.5687108
2019,1,7,4,59,AM,"195 Blake Corner Rd., Phillipston",OPERATOR,M,42.5626757,-72.16357219999999
2019,1,5,8,37,PM,"499 Harvard St., East Bridgewater",PEDESTRIAN,M,42.055503,-70.9424779
2019,1,3,10,9,PM,"SR-70, Clinton",OPERATOR,M,,
2019,1,3,8,6,PM,"5 Sword St., Auburn",PEDESTRIAN,F,42.2238771,-71.83422519999999
2019,1,3,7,3,PM,"US-7 (91 New Ashford Rd.), New Ashford",OPERATOR,M,42.5934138,-73.2468039
2018,12,30,1,44,PM,"Main St. + Hall Rd., Sturbridge",OPERATOR,M,42.1052205,-72.0758773
2018,12,29,10,41,PM,"US-44 (255 New State Highway), Raynham",PEDESTRIAN,M,41.9042378,-71.0559174
2018,12,29,1,4,AM,"285 Lynnfield St., Peabody",PASSENGER,M,42.5137659,-70.979669
2018,12,26,5,20,PM,"I-90 EAST, MM 28.6, Blandford",OPERATOR,M,42.2028243,-72.9438002
2018,12,25,9,28,AM,"329 Middle St., Weymouth",PASSENGER,M,42.2125419,-70.9417587
2018,12,24,5,11,PM,"948 Main St., Weymouth",PEDESTRIAN,M,42.1724268,-70.9552119
2018,12,24,5,15,AM,"676 Pleasant St. NORTH, Canton",OPERATOR,M,40.9100274,-81.4019324
2018,12,22,2,4,PM,"Franklin St. & Webster St., Springfield",MOTORCYCLE: OPERATOR,M,42.1143216,-72.5888464
2018,12,21,10,46,PM,"I-95 SOUTH, Foxborough",OPERATOR,M,42.0602178,-71.2328673
2018,12,21,4,13,PM,"I-495 NORTH, north of EXIT 6, Middleborough",OPERATOR,F,41.8650141,-70.8838481
2018,12,21,9,10,AM,"I-290 EAST, east of EXIT 13, Worcester",OPERATOR,M,42.2609917,-71.7933862
2018,12,21,3,16,AM,"US-202 Purple Heart Dr., South Hadley",PEDESTRIAN,M,42.2224294,-72.5861858
2018,12,20,4,54,PM,"Granite St. + Parker St., Quincy",PEDESTRIAN,M,42.2451999,-71.006765
2018,12,19,9,50,PM,"I-91 NORTH, MM 45.2, Greenfield",PEDESTRIAN,F,42.6174262,-72.5941769
2018,12,15,12,50,AM,"1552 Washington St., Braintree",PEDESTRIAN,M,42.1855103,-71.008657
2018,12,14,9,37,PM,"SR-49, Spencer",OPERATOR,M,42.1798322,-72.0306717
2018,12,13,5,10,AM,"SR-24 NORTH, EXIT 8A, Fall River",OPERATOR,M,41.7139864,-71.1179676
2018,12,12,6,11,PM,"486 Essex St., Lawrence",PEDESTRIAN,F,42.7059132,-71.165066
2018,12,11,3,18,PM,"US-7 & US-20 (Bypass) at Hubbard St., Lenox",OPERATOR,F,42.36183339999999,-73.2748763
2018,12,9,7,20,PM,"I-91 NORTH, EXIT 14 (on ramp), West Springfield",OPERATOR,M,42.1356864,-72.6172264
2018,12,9,4,55,PM,"SR-145 @ North Shore Rd., Revere",PEDESTRIAN,F,42.4010253,-70.99738119999999
2018,12,9,4,55,PM,"SR-145 @ North Shore Rd., Revere",PEDESTRIAN,F,42.4010253,-70.99738119999999
2018,12,9,2,20,AM,"I-190 NORTH, 1/2 mile south of EXIT 5, West Boylston",PEDESTRIAN,F,42.3667589,-71.78562699999999
2018,12,7,1,56,PM,"390 Hartford Ave., Bellingham",PEDESTRIAN,F,42.1264872,-71.4541241
2018,12,5,11,52,AM,"I-495 NORTH, south of EXIT 42A, Andover",OPERATOR,F,42.6644284,-71.1936343
2018,12,5,11,52,AM,"I-495 NORTH, south of EXIT 42A, Andover",PASSENGER,M,42.6644284,-71.1936343
2018,12,4,2,38,PM,"7 Himelfarb St., Millis",OPERATOR,M,42.1375883,-71.36255919999999
2018,12,3,1,23,PM,"30 Cottage St. WEST, Easthampton",PEDESTRIAN,F,42.2649088,-72.66736809999999
2018,12,3,7,42,AM,"SR-110 EAST (Metropolitan Rd.), Sterling",OPERATOR,M,,
2018,12,2,5,59,PM,"US-7 SOUTH & US-20 EAST, Lenox",PASSENGER,M,42.3435299,-73.2702594
2018,12,2,6,36,AM,"US-3 SOUTH, south of EXIT 16, Weymouth",OPERATOR,M,,
2018,11,30,7,20,PM,"US-1 SOUTH, north of Town Line Inn, Malden",PEDESTRIAN,M,42.4447038,-71.0271942
2018,11,29,5,40,AM,"554 East Broadway, Boston",PEDESTRIAN,M,42.3356959,-71.04209279999999
2018,11,29,2,58,AM,"SR-25 EAST, prior to EXIT 2, MM 2.4, Wareham",OPERATOR,M,,
2018,11,28,11,48,AM,"435 East State St., Granby",OPERATOR,M,42.26489189999999,-72.4838074
2018,11,27,1,21,PM,"Walk Hill St. @ Harvard St., Boston",OPERATOR,M,42.2823032,-71.0996206
2018,11,26,9,49,PM,"Lyman St. + Linden St., Holyoke",OPERATOR,M,42.2064905,-72.6190208
2018,11,26,12,22,PM,"Indepdence Rd. NORTH & Alcott Rd. EAST, Concord",PEDESTRIAN,M,42.461916,-71.335331
2018,11,25,7,43,PM,"Dell Rd. NORTH, Heath",OPERATOR,F,42.670573,-72.839417
2018,11,23,12,30,PM,"I-195 EAST, east of EXIT 4, Somerset",PEDESTRIAN,M,41.7073538,-71.1668752
2018,11,22,6,20,PM,"New Salem Rd. @ Hardwick Rd., Petersham",OPERATOR,F,42.48343999999999,-72.19452799999999
2018,11,22,5,10,PM,"Old Turnpike Rd., Oakham",PASSENGER,M,42.366373,-72.0718761
2018,11,22,5,10,PM,"Old Turnpike Rd., Oakham",PASSENGER,F,42.366373,-72.0718761
2018,11,21,11,21,PM,"I-495 NORTH, north of EXIT 9, Taunton",OPERATOR,M,41.9585416,-71.0641262
2018,11,14,5,30,PM,"40 Park Ave., Weymouth",PEDESTRIAN,F,42.179852,-70.9530068
2018,11,13,11,38,AM,"Page Blvd by Carlos St., Springfield",PASSENGER,F,42.151413,-72.5327471
2018,11,13,11,38,AM,"Page Blvd by Carlos St., Springfield",PASSENGER,F,42.151413,-72.5327471
2018,11,13,1,26,AM,"Kempton St. + Brownell Ave., New Bedford",OPERATOR,M,41.6363619,-70.95720109999999
2018,11,11,5,45,PM,"448 Malden St., Holden",OPERATOR,M,42.3561205,-71.83200149999999
2018,11,11,5,0,AM,"Abington Ave., South of Kingsley St., Holbrook",PASSENGER,F,42.1495135,-70.9917388
2018,11,10,1,54,AM,"Long Pond Dr., Harwich",OPERATOR,F,41.7172224,-70.0594993
2018,11,9,8,12,AM,"Monsignor O'Brien Highway @ Museum Way, Cambridge",BICYCLIST,M,42.3714737,-71.0774796
2018,11,9,1,4,AM,"72 Bicknell Rd., Billerica",OPERATOR,M,42.5350341,-71.2130566
2018,11,8,5,32,PM,"834 Parker St., Springfield",MOTORCYCLE: OPERATOR,M,42.1287125,-72.49619489999999
2018,11,7,7,6,AM,"Washington St. & Stimson St., Boston",PEDESTRIAN,M,42.2601234,-71.158489
2018,11,6,8,34,PM,"508 SR-28, Dennis",OPERATOR,F,41.6666562,-70.16337159999999
2018,11,6,7,41,AM,"72 Mllers Falls Rd., Montague",PEDESTRIAN,F,42.5950163,-72.5478646
2018,11,4,1,15,AM,"Nauset St. + Beacon St., New Bedford",PASSENGER,M,41.6624431,-70.93782999999999
2018,11,2,11,56,PM,"591 Main St., Hanover",OPERATOR,F,42.1327189,-70.8591193
2018,11,2,8,39,AM,"260 Thomas B. Landers Rd., Falmouth",OPERATOR,M,41.6108096,-70.5841509
2018,11,1,6,37,PM,"Plainfield St. + West St., Springfield",PEDESTRIAN,M,42.1113076,-72.6098871
2018,10,31,6,30,PM,"I-90 EAST, MM 105, Hopkinton",OPERATOR,M,42.2540062,-71.5824088
2018,10,31,1,13,PM,"Fiske Hill Rd., Sturbridge",OPERATOR,M,42.1067819,-72.0610323
2018,10,29,6,12,AM,"1465 Pleasant St., New Bedford",PEDESTRIAN,M,41.6514703,-70.9304264
2018,10,26,10,12,PM,"I-95 SOUTH, north of Topsfield Rd., Boxford",OPERATOR,F,42.6362041,-70.976821
2018,10,25,7,4,PM,"Putnam Cir. + Fernwold St., Springfield",OTHER,M,42.140334,-72.569307
2018,10,25,6,14,AM,"580 Lincoln St., Worcester",PEDESTRIAN,M,42.29642,-71.770016
2018,10,22,10,54,PM,"896 Haverhill St., Rowley",PEDESTRIAN,M,42.7051729,-70.9499199
2018,10,22,7,15,PM,"Elm St. + Oak Courts, Greenfield",PEDESTRIAN,M,42.601367,-72.611114
2018,10,21,1,15,AM,"96 Maple St., Norton",OPERATOR,M,41.9335573,-71.2223964
2018,10,20,6,27,PM,"172 Providence Rd., Mendon",MOTORCYCLE: OPERATOR,M,42.0760371,-71.5257733
2018,10,19,3,49,PM,"SR-6A & Gully Ln., Sandwich",OPERATOR,F,41.74866420000001,-70.4739208
2018,10,19,11,20,AM,"Waterfield Rd. @ Church St., Winchester",PEDESTRIAN,F,42.4517757,-71.1387214
2018,10,17,10,12,AM,"1435 Gilbertville Rd., New Braintree",OPERATOR,F,42.3018089,-72.18353309999999
2018,10,16,7,22,PM,"Main St. in area of Lovett Ln., Chelmsford",OPERATOR,M,42.6263724,-71.406809
2018,10,15,12,9,PM,"141 State St., Belchertown",OPERATOR,F,42.2692238,-72.415178
2018,10,15,12,9,PM,"141 State St., Belchertown",PASSENGER,F,42.2692238,-72.415178
2018,10,13,6,50,PM,"US-6 WEST & River Rd., Marion",OPERATOR,M,,
2018,10,12,6,37,AM,"135 School St. NORTH, Winchendon",OPERATOR,M,42.68551799999999,-72.0557269
2018,10,10,10,33,PM,"1080 Worcester St., Natick",PASSENGER,M,42.29849160000001,-71.36872919999999
2018,10,10,6,20,PM,"Norfolk St. at Nelson St., Boston",MOTORCYCLE: OPERATOR,M,42.2834413,-71.0833025
2018,10,10,6,20,AM,"I-290 EAST, west of EXIT 15, Worcester",PEDESTRIAN,M,42.2609917,-71.7933862
2018,10,8,5,13,PM,"1150 Park St. WEST + Pinney St., Palmer",MOTORCYCLE: OPERATOR,F,42.1540365,-72.3186118
2018,10,8,1,28,AM,"US-3 NORTH, EXIT 32, Chelmsford",OPERATOR,M,,
2018,10,8,1,28,AM,"US-3 NORTH, EXIT 32, Chelmsford",OPERATOR,F,,
2018,10,7,6,44,AM,"Waverly St. @ Winthrop St., Framingham",OPERATOR,M,42.2721354,-71.4294693
2018,10,6,2,40,PM,"North Ave. EAST & Bradley Hill Rd. SOUTH, Rochester",MOTORCYCLE: OPERATOR,M,43.1811972,-77.622617
2018,10,5,6,48,PM,"Putnam Ave. @ Magazine St., Cambridge",PEDESTRIAN,F,42.3591175,-71.11108159999999
2018,10,4,10,1,AM,"I-290 EAST, east of EXIT 25, Marlborough",PASSENGER,F,42.3546874,-71.6097421
2018,10,4,3,41,AM,"I-90 WEST, MM 79.8, Charlton",OPERATOR,M,42.153294,-71.9726527
2018,9,30,8,27,PM,"1609 Williamsville Rd. SOUTH, Barre",OTHER,F,42.4720509,-72.08276230000001
2018,9,30,9,56,AM,"SR-137, Harwich",OPERATOR,F,41.7093685,-70.0240368
2018,9,29,4,3,AM,"US-3 NORTH, MM 16.2, Plymouth",MOTORCYCLE: OPERATOR,M,,
2018,9,29,1,25,AM,"East Hoosac St. WEST, Adams",PEDESTRIAN,M,42.6249421,-73.1095346
2018,9,28,6,10,PM,"Boxford Rd., Ipswich",MOTORCYCLE: OPERATOR,M,42.6722777,-70.9547928
2018,9,28,1,27,PM,"I-195 WEST, MM 0.2, Seekonk",OPERATOR,M,41.794688,-71.3152291
2018,9,24,8,57,PM,"Crystal St. @ Liberty St., Haverhill",OPERATOR,F,42.7998514,-71.1616643
2018,9,23,8,20,PM,"I-290 WEST, MM 17, Northborough",OPERATOR,M,42.3195556,-71.6411997
2018,9,23,4,11,PM,"36 Sampson Rd., Huntington",OTHER,M,42.26333330000001,-72.8300411
2018,9,23,12,3,AM,"I-495 NORTH, prior to Exit 41A, Andover",OPERATOR,F,42.6583642,-71.1367717
2018,9,22,11,57,PM,"579 State St., Springfield",PEDESTRIAN,M,42.10927969999999,-72.5736538
2018,9,22,2,25,AM,"I-290 EAST, MM 9.6, Worcester",OPERATOR,F,42.2609917,-71.7933862
2018,9,21,8,53,PM,"107 Littleton Rd., Westford",PEDESTRIAN,M,42.5705737,-71.4135515
2018,9,19,11,20,AM,"SR-16 (Watertown St.) and Galen St., Watertown",PEDESTRIAN,F,42.36434320000001,-71.1862331
2018,9,18,10,37,PM,"64 Blithewood Ave., Worcester",OPERATOR,M,42.2359054,-71.7597639
2018,9,18,1,59,AM,"1038 Main St., Haverhill",MOTORCYCLE: OPERATOR,M,42.804522,-71.0999863
2018,9,16,4,45,PM,"Ipswich Rd. + Willowdale Rd., Topsfield",PASSENGER,F,42.6560449,-70.9134771
2018,9,16,12,59,AM,"I-91 SOUTH, South of EXIT 7, Springfield",OPERATOR,F,43.1595493,-72.4672609
2018,9,15,7,31,PM,"2041 Roosevelt Ave., Springfield",PEDESTRIAN,F,42.13681589999999,-72.54679949999999
2018,9,14,9,27,PM,"SR-2 EAST, MM 92.8, Westminster",OPERATOR,M,,
2018,9,12,4,28,AM,"I-95, Woburn",OPERATOR,M,42.4986933,-71.1618206
2018,9,8,10,48,PM,"Clark St. SOUTH & Milford St. EAST, Medway",MOTORCYCLE: OPERATOR,M,42.1455739,-71.455334
2018,9,8,9,38,PM,"58 New Hartford Rd., Sandisfield",OPERATOR,M,42.0913967,-73.1386255
2018,9,8,2,35,PM,"1082 Concord St. WEST, Carlisle",MOTORCYCLE: OPERATOR,M,42.505887,-71.3700282
2018,9,4,12,4,PM,"Pine St. WEST + Forest St. SOUTH, Marshfield",OPERATOR,M,42.1218315,-70.7449106
2018,9,3,6,30,AM,"2039 Main St., Athol",OPERATOR,M,42.59593290000001,-72.2267383
2018,9,2,11,55,AM,"Page Blvd. + Roosevelt Ave., Springfield",PASSENGER,F,42.1439342,-72.5520545
2018,9,2,11,0,AM,"West Rotary, Bourne",MOTORCYCLE: OPERATOR,M,,
2018,8,31,8,45,PM,"SR-112 and Gross Hill Rd., Worthington",OPERATOR,M,,
2018,8,31,4,31,PM,"Front St. @ US-3 Overpass, Weymouth",PEDESTRIAN,M,,
2018,8,31,9,51,AM,"SR-37 N. Washington St. @ Wampatuck Rd., Braintree",OPERATOR,F,42.17913069999999,-71.0148229
2018,8,30,3,2,PM,"East St. & Bowles Park, Springfield",PEDESTRIAN,F,42.1452857,-72.5601672
2018,8,29,10,17,AM,"SR-116 + College St., South Hadley",PEDESTRIAN,M,42.2583725,-72.5755439
2018,8,28,1,35,PM,"193 Madaket Rd., Nantucket",MOTORCYCLE: OPERATOR,M,41.281756,-70.180432
2018,8,28,8,25,AM,"Lexington St. / Sycamore St., Belmont",PEDESTRIAN,F,42.3956405,-71.1776114
2018,8,25,5,38,PM,"I-90 EAST, off ramp EXIT 4, West Springfield",MOTORCYCLE: OPERATOR,M,42.1531415,-72.6479474
2018,8,25,3,32,AM,"I-95 NORTH, south of EXIT 5, Attleboro",OPERATOR,M,41.933682,-71.3200979
2018,8,25,1,42,AM,"146 Belmont St., Worcester",MOTORCYCLE: OPERATOR,M,42.2721384,-71.7899679
2018,8,24,5,43,PM,"Linden St. + John St., Pittsfield",MOTORCYCLE: OPERATOR,M,42.456898,-73.26115899999999
2018,8,22,5,53,PM,"1000 South Rodney French Blvd., New Bedford",MOTORCYCLE: OPERATOR,M,41.5947453,-70.9030377
2018,8,20,6,7,PM,"I-391 NORTH, Chicopee",PASSENGER,F,42.1625569,-72.611435
2018,8,16,12,7,PM,"427 River St., Haverhill",MOTORCYCLE: OPERATOR,M,42.7660196,-71.09866199999999
2018,8,16,11,50,AM,"350 Bedford St., Bridgewater",MOTORCYCLE: OPERATOR,M,41.9777435,-70.97483410000001
2018,8,15,6,25,PM,"Woburn St. & I-495 OFF-RAMP, Lowell",OPERATOR,M,42.6117406,-71.2865582
2018,8,13,10,0,AM,"SR-9, Spencer",OPERATOR,M,,
2018,8,13,7,20,AM,"SR-49 NORTH & Putnam Rd. WEST, Sturbridge",OPERATOR,F,42.172558,-72.03088869999999
2018,8,10,5,30,PM,"Union St. + School St., Clinton",MOTORCYCLE: OPERATOR,M,42.4160637,-71.6848894
2018,8,10,11,56,AM,"Dedham St., Wrentham",PASSENGER,F,42.0793801,-71.3121419
2018,8,10,11,56,AM,"Dedham St., Wrentham",OPERATOR,M,42.0793801,-71.3121419
2018,8,10,11,35,AM,"I-90, EXIT 14, Newton",MOTORCYCLE: OPERATOR,M,43.934,-91.8130177
2018,8,5,10,33,PM,"57 Haverhill Rd., Topsfield",OPERATOR,M,42.6552726,-70.9526599
2018,8,4,4,4,PM,"Old Post Rd., Barnstable",MOTORCYCLE: OPERATOR,M,41.6466096,-70.4202865
2018,8,4,9,15,AM,"916 Middlefield Rd. + Smith Rd., Hinsdale",MOTORCYCLE: OPERATOR,M,42.4222466,-73.0962723
2018,8,4,4,42,AM,"Parker St. + Sunrise Terr., Springfield",OPERATOR,M,42.1230347,-72.49745089999999
2018,7,31,5,56,PM,"Spruce Rd., Harwich",MOTORCYCLE: OPERATOR,M,41.717351,-70.045087
2018,7,31,7,8,AM,"224 Main St., Hampden",OPERATOR,M,42.0583067,-72.4301373
2018,7,29,8,5,PM,"US-5 NORTH + Cheapside St., Greenfield",MOTORCYCLE: OPERATOR,M,,
2018,7,28,12,14,AM,"4830 Falmouth Rd. (SR-28), Barnstable",OPERATOR,M,41.6363472,-70.45625439999999
2018,7,28,12,14,AM,"4830 Falmouth Rd. (SR-28), Barnstable",OPERATOR,M,41.6363472,-70.45625439999999
2018,7,28,12,14,AM,"4830 Falmouth Rd. (SR-28), Barnstable",PASSENGER,F,41.6363472,-70.45625439999999
2018,7,27,7,0,PM,"16 Summer St. WEST, Marshfield",MOTORCYCLE: OPERATOR,M,42.1354935,-70.7081349
2018,7,25,3,31,PM,"L St. and East Sixth St., Boston",PEDESTRIAN,M,42.3331253,-71.03531010000002
2018,7,25,6,0,AM,"Gorham St., Lowell",OPERATOR,M,42.6236752,-71.306267
2018,7,24,9,15,PM,"50 Glendale St., Easthampton",MOTORCYCLE: OPERATOR,M,42.2641468,-72.6863513
2018,7,22,10,40,PM,"Johnny Appleseed Ln., Leominster",PASSENGER,F,42.5127094,-71.7201059
2018,7,21,3,51,PM,"SR-2 @ Main Rd., Gill",BICYCLIST,M,,
2018,7,21,3,37,AM,"747 River St., Haverhill",PEDESTRIAN,M,42.7680881,-71.10959580000001
2018,7,20,10,10,PM,"768 Church St., North Adams",MOTORCYCLE: OPERATOR,M,42.6813007,-73.0981465
2018,7,20,2,15,PM,"I-195 EAST, MM 18.37, Westport",OPERATOR,M,41.6671452,-71.076781
2018,7,17,8,32,PM,"100 Falmouth Rd., Mashpee",PEDESTRIAN,F,41.6327683,-70.46192599999999
2018,7,15,6,55,PM,"I-195, east of EXIT 8A, Fall River",MOTORCYCLE: OPERATOR,M,41.6803104,-71.1089026
2018,7,13,11,20,PM,"Baldwinville State Rd., Winchendon",OPERATOR,M,42.6529115,-72.0793384
2018,7,13,10,44,PM,"589 High St., Walpole",MOTORCYCLE: OPERATOR,M,42.1762392,-71.2683498
2018,7,13,11,36,AM,"Tremont St. at Oak St. WEST, Boston",PEDESTRIAN,M,42.3486235,-71.0655221
2018,7,13,3,10,AM,"I-95 SOUTH, MM 15.6, Foxborough",OPERATOR,F,42.0602178,-71.2328673
2018,7,11,7,57,PM,"SR-112 SOUTH, MM 7.5, Huntington",PASSENGER,F,,
2018,7,11,7,8,AM,"Massport Haul Rd. + ramp to I-90 EAST/ 1A NB, Boston",OPERATOR,M,42.3563594,-71.1194668
2018,7,10,4,12,PM,"Buck Island Rd. + Town Brook Rd., Yarmouth",MOTORCYCLE: OPERATOR,M,41.660552,-70.2551336
2018,7,10,2,22,PM,"I-90 WEST, MM 98.5, Grafton",OPERATOR,M,43.934,-91.8130177
2018,7,10,12,52,AM,"212 Farmersville Rd., Sandwich",PASSENGER,M,41.6966933,-70.48082289999999
2018,7,9,9,37,PM,"North Main St. and Division St., Brockton",MOTORCYCLE: OPERATOR,M,42.0962735,-71.0193896
2018,7,8,11,47,PM,"110 Lynn St., Malden",PASSENGER,M,42.4253889,-71.0392224
2018,7,8,2,55,AM,"I-495 SOUTH, south of EXIT 16, MM 39.0, Wrentham",OPERATOR,M,42.1567654,-71.4890299
